Date,Product ID,Product Name,Category,Unit,Movement Type,Quantity,Stock Level,Reorder Point,Max Stock,Supplier,Alert
2023-07-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,8,5,50,,Normal
2023-07-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,5,5,50,,Normal
2023-07-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,5,5,50,,Normal
2023-07-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,5,5,50,,Normal
2023-07-05,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,11,5,50,ChimTech Maroc,Normal
2023-07-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,11,5,50,,Normal
2023-07-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,7,5,50,,Normal
2023-07-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,6,5,50,,Normal
2023-07-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,5,5,50,,Normal
2023-07-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,2,5,50,,Rupture
2023-07-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,0,5,50,,Rupture
2023-07-11,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,4,5,50,Atlas Équipements,Rupture
2023-07-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,1,5,50,,Rupture
2023-07-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,0,5,50,,Rupture
2023-07-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,0,5,50,,Rupture
2023-07-14,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,8,5,50,OCP Logistique,Normal
2023-07-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,4,5,50,,Rupture
2023-07-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,3,5,50,,Rupture
2023-07-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,0,5,50,,Rupture
2023-07-17,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,4,5,50,ChimTech Maroc,Rupture
2023-07-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,4,5,50,,Rupture
2023-07-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,4,5,50,,Rupture
2023-07-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,2,5,50,,Rupture
2023-07-20,P004,Pompe Industrielle,Équipement,Unité,Entrée,9,11,5,50,OCP Logistique,Normal
2023-07-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,10,5,50,,Normal
2023-07-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,8,5,50,,Normal
2023-07-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,8,5,50,,Normal
2023-07-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,8,5,50,,Normal
2023-07-24,P004,Pompe Industrielle,Équipement,Unité,Entrée,11,19,5,50,IndustroPro,Normal
2023-07-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,16,5,50,,Normal
2023-07-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,14,5,50,,Normal
2023-07-26,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,22,5,50,ChimTech Maroc,Normal
2023-07-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,19,5,50,,Normal
2023-07-27,P004,Pompe Industrielle,Équipement,Unité,Entrée,14,33,5,50,IndustroPro,Normal
2023-07-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,31,5,50,,Normal
2023-07-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,28,5,50,,Normal
2023-07-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,25,5,50,,Normal
2023-07-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,25,5,50,,Normal
2023-07-31,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,21,5,50,,Normal
2023-08-01,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,29,5,50,ChimTech Maroc,Normal
2023-08-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,27,5,50,,Normal
2023-08-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,26,5,50,,Normal
2023-08-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,22,5,50,,Normal
2023-08-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,20,5,50,,Normal
2023-08-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,16,5,50,,Normal
2023-08-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,15,5,50,,Normal
2023-08-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,15,5,50,,Normal
2023-08-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,11,5,50,,Normal
2023-08-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,10,5,50,,Normal
2023-08-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,8,5,50,,Normal
2023-08-11,P004,Pompe Industrielle,Équipement,Unité,Entrée,15,23,5,50,Maghreb Chimie,Normal
2023-08-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,20,5,50,,Normal
2023-08-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,16,5,50,,Normal
2023-08-13,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,22,5,50,Atlas Équipements,Normal
2023-08-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,18,5,50,,Normal
2023-08-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,18,5,50,,Normal
2023-08-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,16,5,50,,Normal
2023-08-16,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,21,5,50,IndustroPro,Normal
2023-08-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,18,5,50,,Normal
2023-08-17,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,22,5,50,IndustroPro,Normal
2023-08-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,18,5,50,,Normal
2023-08-18,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,24,5,50,Maghreb Chimie,Normal
2023-08-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,22,5,50,,Normal
2023-08-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,22,5,50,,Normal
2023-08-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,22,5,50,,Normal
2023-08-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,18,5,50,,Normal
2023-08-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,17,5,50,,Normal
2023-08-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,16,5,50,,Normal
2023-08-24,P004,Pompe Industrielle,Équipement,Unité,Entrée,10,26,5,50,Maghreb Chimie,Normal
2023-08-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,22,5,50,,Normal
2023-08-25,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,26,5,50,Atlas Équipements,Normal
2023-08-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,23,5,50,,Normal
2023-08-26,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,28,5,50,OCP Logistique,Normal
2023-08-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,25,5,50,,Normal
2023-08-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,25,5,50,,Normal
2023-08-28,P004,Pompe Industrielle,Équipement,Unité,Entrée,15,40,5,50,OCP Logistique,Normal
2023-08-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,36,5,50,,Normal
2023-08-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,34,5,50,,Normal
2023-08-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,30,5,50,,Normal
2023-08-31,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,28,5,50,,Normal
2023-09-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,27,5,50,,Normal
2023-09-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,23,5,50,,Normal
2023-09-03,P004,Pompe Industrielle,Équipement,Unité,Entrée,15,38,5,50,OCP Logistique,Normal
2023-09-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,38,5,50,,Normal
2023-09-04,P004,Pompe Industrielle,Équipement,Unité,Entrée,2,40,5,50,Atlas Équipements,Normal
2023-09-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,38,5,50,,Normal
2023-09-05,P004,Pompe Industrielle,Équipement,Unité,Entrée,14,50,5,50,Atlas Équipements,Normal
2023-09-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,50,5,50,,Normal
2023-09-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,47,5,50,,Normal
2023-09-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,47,5,50,,Normal
2023-09-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,45,5,50,,Normal
2023-09-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,41,5,50,,Normal
2023-09-10,P004,Pompe Industrielle,Équipement,Unité,Entrée,13,50,5,50,Atlas Équipements,Normal
2023-09-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,46,5,50,,Normal
2023-09-11,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,50,5,50,Atlas Équipements,Normal
2023-09-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,46,5,50,,Normal
2023-09-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,43,5,50,,Normal
2023-09-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,42,5,50,,Normal
2023-09-14,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,48,5,50,Atlas Équipements,Normal
2023-09-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,48,5,50,,Normal
2023-09-15,P004,Pompe Industrielle,Équipement,Unité,Entrée,12,50,5,50,OCP Logistique,Normal
2023-09-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,47,5,50,,Normal
2023-09-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,45,5,50,,Normal
2023-09-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,45,5,50,,Normal
2023-09-18,P004,Pompe Industrielle,Équipement,Unité,Entrée,10,50,5,50,Maghreb Chimie,Normal
2023-09-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,46,5,50,,Normal
2023-09-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,46,5,50,,Normal
2023-09-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,43,5,50,,Normal
2023-09-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,43,5,50,,Normal
2023-09-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,39,5,50,,Normal
2023-09-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,38,5,50,,Normal
2023-09-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,35,5,50,,Normal
2023-09-25,P004,Pompe Industrielle,Équipement,Unité,Entrée,11,46,5,50,OCP Logistique,Normal
2023-09-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,43,5,50,,Normal
2023-09-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,40,5,50,,Normal
2023-09-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,40,5,50,,Normal
2023-09-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,39,5,50,,Normal
2023-09-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,38,5,50,,Normal
2023-09-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,37,5,50,,Normal
2023-10-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,36,5,50,,Normal
2023-10-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,35,5,50,,Normal
2023-10-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,31,5,50,,Normal
2023-10-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,28,5,50,,Normal
2023-10-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,24,5,50,,Normal
2023-10-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,24,5,50,,Normal
2023-10-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,24,5,50,,Normal
2023-10-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,21,5,50,,Normal
2023-10-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,17,5,50,,Normal
2023-10-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,13,5,50,,Normal
2023-10-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,12,5,50,,Normal
2023-10-12,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,20,5,50,Maghreb Chimie,Normal
2023-10-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,18,5,50,,Normal
2023-10-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,15,5,50,,Normal
2023-10-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,15,5,50,,Normal
2023-10-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,15,5,50,,Normal
2023-10-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,15,5,50,,Normal
2023-10-17,P004,Pompe Industrielle,Équipement,Unité,Entrée,7,22,5,50,Maghreb Chimie,Normal
2023-10-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,20,5,50,,Normal
2023-10-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,18,5,50,,Normal
2023-10-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,14,5,50,,Normal
2023-10-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,10,5,50,,Normal
2023-10-21,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,15,5,50,OCP Logistique,Normal
2023-10-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,13,5,50,,Normal
2023-10-22,P004,Pompe Industrielle,Équipement,Unité,Entrée,3,16,5,50,ChimTech Maroc,Normal
2023-10-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,12,5,50,,Normal
2023-10-23,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,20,5,50,Atlas Équipements,Normal
2023-10-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,16,5,50,,Normal
2023-10-24,P004,Pompe Industrielle,Équipement,Unité,Entrée,14,30,5,50,OCP Logistique,Normal
2023-10-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,29,5,50,,Normal
2023-10-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,26,5,50,,Normal
2023-10-26,P004,Pompe Industrielle,Équipement,Unité,Entrée,10,36,5,50,ChimTech Maroc,Normal
2023-10-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,36,5,50,,Normal
2023-10-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,35,5,50,,Normal
2023-10-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,32,5,50,,Normal
2023-10-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,28,5,50,,Normal
2023-10-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,25,5,50,,Normal
2023-10-31,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,22,5,50,,Normal
2023-11-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,21,5,50,,Normal
2023-11-02,P004,Pompe Industrielle,Équipement,Unité,Entrée,13,34,5,50,Atlas Équipements,Normal
2023-11-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,32,5,50,,Normal
2023-11-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,31,5,50,,Normal
2023-11-04,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,37,5,50,Atlas Équipements,Normal
2023-11-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,33,5,50,,Normal
2023-11-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,33,5,50,,Normal
2023-11-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,31,5,50,,Normal
2023-11-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,31,5,50,,Normal
2023-11-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,30,5,50,,Normal
2023-11-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,30,5,50,,Normal
2023-11-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,27,5,50,,Normal
2023-11-11,P004,Pompe Industrielle,Équipement,Unité,Entrée,12,39,5,50,OCP Logistique,Normal
2023-11-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,38,5,50,,Normal
2023-11-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,38,5,50,,Normal
2023-11-13,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,43,5,50,Atlas Équipements,Normal
2023-11-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,41,5,50,,Normal
2023-11-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,40,5,50,,Normal
2023-11-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,36,5,50,,Normal
2023-11-16,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,40,5,50,IndustroPro,Normal
2023-11-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,39,5,50,,Normal
2023-11-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,38,5,50,,Normal
2023-11-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,36,5,50,,Normal
2023-11-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,34,5,50,,Normal
2023-11-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,31,5,50,,Normal
2023-11-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,31,5,50,,Normal
2023-11-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,27,5,50,,Normal
2023-11-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,23,5,50,,Normal
2023-11-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,20,5,50,,Normal
2023-11-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,18,5,50,,Normal
2023-11-26,P004,Pompe Industrielle,Équipement,Unité,Entrée,7,25,5,50,IndustroPro,Normal
2023-11-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,24,5,50,,Normal
2023-11-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,22,5,50,,Normal
2023-11-28,P004,Pompe Industrielle,Équipement,Unité,Entrée,15,37,5,50,IndustroPro,Normal
2023-11-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,34,5,50,,Normal
2023-11-29,P004,Pompe Industrielle,Équipement,Unité,Entrée,9,43,5,50,IndustroPro,Normal
2023-11-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,39,5,50,,Normal
2023-11-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,35,5,50,,Normal
2023-12-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,35,5,50,,Normal
2023-12-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,31,5,50,,Normal
2023-12-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,31,5,50,,Normal
2023-12-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,28,5,50,,Normal
2023-12-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,27,5,50,,Normal
2023-12-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,27,5,50,,Normal
2023-12-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,23,5,50,,Normal
2023-12-08,P004,Pompe Industrielle,Équipement,Unité,Entrée,12,35,5,50,IndustroPro,Normal
2023-12-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,35,5,50,,Normal
2023-12-09,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,41,5,50,IndustroPro,Normal
2023-12-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,39,5,50,,Normal
2023-12-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,36,5,50,,Normal
2023-12-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,32,5,50,,Normal
2023-12-12,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,37,5,50,IndustroPro,Normal
2023-12-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,33,5,50,,Normal
2023-12-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,33,5,50,,Normal
2023-12-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,29,5,50,,Normal
2023-12-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,27,5,50,,Normal
2023-12-16,P004,Pompe Industrielle,Équipement,Unité,Entrée,5,32,5,50,Atlas Équipements,Normal
2023-12-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,29,5,50,,Normal
2023-12-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,25,5,50,,Normal
2023-12-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,21,5,50,,Normal
2023-12-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,21,5,50,,Normal
2023-12-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,19,5,50,,Normal
2023-12-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,18,5,50,,Normal
2023-12-22,P004,Pompe Industrielle,Équipement,Unité,Entrée,13,31,5,50,ChimTech Maroc,Normal
2023-12-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,27,5,50,,Normal
2023-12-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,26,5,50,,Normal
2023-12-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,23,5,50,,Normal
2023-12-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,23,5,50,,Normal
2023-12-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,23,5,50,,Normal
2023-12-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,23,5,50,,Normal
2023-12-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,19,5,50,,Normal
2023-12-29,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,25,5,50,ChimTech Maroc,Normal
2023-12-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,22,5,50,,Normal
2023-12-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,18,5,50,,Normal
2023-12-31,P004,Pompe Industrielle,Équipement,Unité,Entrée,8,26,5,50,Atlas Équipements,Normal
2023-12-31,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,22,5,50,,Normal
2024-01-01,P004,Pompe Industrielle,Équipement,Unité,Entrée,11,33,5,50,Atlas Équipements,Normal
2024-01-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,30,5,50,,Normal
2024-01-02,P004,Pompe Industrielle,Équipement,Unité,Entrée,7,37,5,50,IndustroPro,Normal
2024-01-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,36,5,50,,Normal
2024-01-03,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,42,5,50,ChimTech Maroc,Normal
2024-01-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,41,5,50,,Normal
2024-01-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,37,5,50,,Normal
2024-01-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,33,5,50,,Normal
2024-01-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,30,5,50,,Normal
2024-01-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,30,5,50,,Normal
2024-01-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,28,5,50,,Normal
2024-01-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,28,5,50,,Normal
2024-01-10,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,25,5,50,,Normal
2024-01-11,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,22,5,50,,Normal
2024-01-12,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,21,5,50,,Normal
2024-01-13,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,19,5,50,,Normal
2024-01-14,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,15,5,50,,Normal
2024-01-15,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,19,5,50,OCP Logistique,Normal
2024-01-15,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,18,5,50,,Normal
2024-01-16,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,22,5,50,ChimTech Maroc,Normal
2024-01-16,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,19,5,50,,Normal
2024-01-17,P004,Pompe Industrielle,Équipement,Unité,Entrée,14,33,5,50,Maghreb Chimie,Normal
2024-01-17,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,31,5,50,,Normal
2024-01-18,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,31,5,50,,Normal
2024-01-19,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,31,5,50,,Normal
2024-01-20,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,28,5,50,,Normal
2024-01-21,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,25,5,50,,Normal
2024-01-22,P004,Pompe Industrielle,Équipement,Unité,Entrée,9,34,5,50,ChimTech Maroc,Normal
2024-01-22,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,32,5,50,,Normal
2024-01-23,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,29,5,50,,Normal
2024-01-24,P004,Pompe Industrielle,Équipement,Unité,Entrée,6,35,5,50,Atlas Équipements,Normal
2024-01-24,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,31,5,50,,Normal
2024-01-25,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,30,5,50,,Normal
2024-01-26,P004,Pompe Industrielle,Équipement,Unité,Entrée,13,43,5,50,ChimTech Maroc,Normal
2024-01-26,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,40,5,50,,Normal
2024-01-27,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,36,5,50,,Normal
2024-01-28,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,33,5,50,,Normal
2024-01-29,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,29,5,50,,Normal
2024-01-30,P004,Pompe Industrielle,Équipement,Unité,Entrée,14,43,5,50,Atlas Équipements,Normal
2024-01-30,P004,Pompe Industrielle,Équipement,Unité,Sortie,0,43,5,50,,Normal
2024-01-31,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,40,5,50,,Normal
2024-02-01,P004,Pompe Industrielle,Équipement,Unité,Entrée,9,49,5,50,Maghreb Chimie,Normal
2024-02-01,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,45,5,50,,Normal
2024-02-02,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,42,5,50,,Normal
2024-02-03,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,41,5,50,,Normal
2024-02-04,P004,Pompe Industrielle,Équipement,Unité,Entrée,4,45,5,50,Maghreb Chimie,Normal
2024-02-04,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,42,5,50,,Normal
2024-02-05,P004,Pompe Industrielle,Équipement,Unité,Sortie,3,39,5,50,,Normal
2024-02-06,P004,Pompe Industrielle,Équipement,Unité,Sortie,1,38,5,50,,Normal
2024-02-07,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,36,5,50,,Normal
2024-02-08,P004,Pompe Industrielle,Équipement,Unité,Entrée,3,39,5,50,Maghreb Chimie,Normal
2024-02-08,P004,Pompe Industrielle,Équipement,Unité,Sortie,2,37,5,50,,Normal
2024-02-09,P004,Pompe Industrielle,Équipement,Unité,Sortie,4,33,5,50,,Normal
